   4.3123479767315267e+01   2.1698810335893506e-02   0.0000000000000000e+00   0.0000000000000000e+00
   4.3123479767315267e+01   2.1698336035543685e-02  -1.4233752399538460e-04  -7.1962708489212745e-05
   4.3123479767315267e+01   2.1696913170302048e-02  -2.8466761061719266e-04  -1.4391317428224796e-04
   4.3123479767315267e+01   2.1694541847583869e-02  -4.2698282348056934e-04  -2.1583915719828922e-04
   4.3123479767315267e+01   2.1691222246387105e-02  -5.6927572817776684e-04  -2.8772842208643797e-04
   4.3123479767315267e+01   2.1686954617251224e-02  -7.1153889326585457e-04  -3.5956874133866076e-04
   4.3123479767315267e+01   2.1681739282199464e-02  -8.5376489125342059e-04  -4.3134789740032473e-04
   4.3123479767315267e+01   2.1675576634664816e-02  -9.9594629958592632e-04  -5.0305368527751892e-04
   4.3123479767315267e+01   2.1668467139399426e-02  -1.1380757016293773e-03  -5.7467391504035983e-04
   4.3123479767315267e+01   2.1660411332367780e-02  -1.2801456876519841e-03  -6.4619641432148676e-04
   4.3123479767315267e+01   2.1651409820623503e-02  -1.4221488558034642e-03  -7.1760903080894580e-04
   4.3123479767315267e+01   2.1641463282169874e-02  -1.5640778130916750e-03  -7.8889963473267866e-04
   4.3123479767315267e+01   2.1630572465804188e-02  -1.7059251763562216e-03  -8.6005612134381617e-04
   4.3123479767315267e+01   2.1618738190945966e-02  -1.8476835732387327e-03  -9.3106641338600330e-04
   4.3123479767315267e+01   2.1605961347449069e-02  -1.9893456431494642e-03  -1.0019184635579694e-03
   4.3123479767315267e+01   2.1592242895397851e-02  -2.1309040382299083e-03  -1.0726002569665643e-03
   4.3123479767315267e+01   2.1577583864887430e-02  -2.2723514243110842e-03  -1.1430998135695009e-03
   4.3123479767315267e+01   2.1561985355788172e-02  -2.4136804818671890e-03  -1.2134051906070268e-03
   4.3123479767315267e+01   2.1545448537494388e-02  -2.5548839069642975e-03  -1.2835044850217812e-03
   4.3123479767315267e+01   2.1527974648657539e-02  -2.6959544122037741e-03  -1.3533858358660623e-03
   4.3123479767315267e+01   2.1509564996903919e-02  -2.8368847276601106e-03  -1.4230374266957912e-03
   4.3123479767315267e+01   2.1490220958536997e-02  -2.9776676018128528e-03  -1.4924474879504032e-03
   4.3123479767315267e+01   2.1469943978224472e-02  -3.1182958024723326e-03  -1.5616042993179559e-03
   4.3123479767315267e+01   2.1448735568670312e-02  -3.2587621176988768e-03  -1.6304961920847268e-03
   4.3123479767315267e+01   2.1426597310271803e-02  -3.3990593567152102e-03  -1.6991115514685814e-03
   4.3123479767315267e+01   2.1403530850761760e-02  -3.5391803508117497e-03  -1.7674388189354198e-03
   4.3123479767315267e+01   2.1379537904836141e-02  -3.6791179542444885e-03  -1.8354664944979812e-03
   4.3123479767315267e+01   2.1354620253767043e-02  -3.8188650451251890e-03  -1.9031831389963549e-03
   4.3123479767315267e+01   2.1328779745001563e-02  -3.9584145263035888e-03  -1.9705773763594851e-03
   4.3123479767315267e+01   2.1302018291746248e-02  -4.0977593262413554e-03  -2.0376378958470347e-03
   4.3123479767315267e+01   2.1274337872537751e-02  -4.2368923998774800e-03  -2.1043534542709240e-03
   4.3123479767315267e+01   2.1245740530799553e-02  -4.3758067294848765e-03  -2.1707128781959257e-03
   4.3123479767315267e+01   2.1216228374385158e-02  -4.5144953255178708e-03  -2.2367050661186599e-03
   4.3123479767315267e+01   2.1185803575107767e-02  -4.6529512274503569e-03  -2.3023189906243801e-03
   4.3123479767315267e+01   2.1154468368256747e-02  -4.7911675046043408e-03  -2.3675437005209422e-03
   4.3123479767315267e+01   2.1122225052101137e-02  -4.9291372569686010e-03  -2.4323683229493403e-03
   4.3123479767315267e+01   2.1089075987380183e-02  -5.0668536160072587e-03  -2.4967820654702463e-03
   4.3123479767315267e+01   2.1055023596781429e-02  -5.2043097454579582e-03  -2.5607742181259618e-03
   4.3123479767315267e+01   2.1020070364406274e-02  -5.3414988421194593e-03  -2.6243341554772282e-03
   4.3123479767315267e+01   2.0984218835223421e-02  -5.4784141366283883e-03  -2.6874513386143549e-03
   4.3123479767315267e+01   2.0947471614510403e-02  -5.6150488942249199e-03  -2.7501153171421125e-03
   4.3123479767315267e+01   2.0909831367283298e-02  -5.7513964155071606e-03  -2.8123157311378956e-03
   4.3123479767315267e+01   2.0871300817715072e-02  -5.8874500371740380e-03  -2.8740423130826235e-03
   4.3123479767315267e+01   2.0831882748542616e-02  -6.0232031327564347e-03  -2.9352848897639039e-03
   4.3123479767315267e+01   2.0791580000462766e-02  -6.1586491133364214e-03  -2.9960333841509762e-03
   4.3123479767315267e+01   2.0750395471517667e-02  -6.2937814282543409e-03  -3.0562778172409559e-03
   4.3123479767315267e+01   2.0708332116469483e-02  -6.4285935658035531e-03  -3.1160083098759673e-03
   4.3123479767315267e+01   2.0665392946165026e-02  -6.5630790539126837e-03  -3.1752150845306862e-03
