   0.0000000000000000e+00   1.0000000000000000e+00   0.0000000000000000e+00   1.2566370614359172e+00  -0.0000000000000000e+00   0.0000000000000000e+00  -1.5960299365544015e-01   0.0000000000000000e+00   0.0000000000000000e+00   0.0000000000000000e+00   1.9971262655959485e-01   3.2148169101662669e-02
   6.2831439655589511e-03   9.9998026085613712e-01   0.0000000000000000e+00   1.2566122564961781e+00  -7.8956315694588171e-03   0.0000000000000000e+00  -1.5959981620400171e-01   1.0114107920899031e-03   0.0000000000000000e+00   1.2709760689851961e-03   1.9970858225715851e-01   3.2146867074801376e-02
   1.2566039883352607e-02   9.9992104420381611e-01   0.0000000000000000e+00   1.2565378426562175e+00  -1.5790951432902756e-02   0.0000000000000000e+00  -1.5959028398487735e-01   2.0227795863185811e-03   0.0000000000000000e+00   2.5418980618623147e-03   1.9969644954674404e-01   3.2142961215804032e-02
   1.8848439715408175e-02   9.9982235238080897e-01   0.0000000000000000e+00   1.2564138228537660e+00  -2.3685647896622565e-02   0.0000000000000000e+00  -1.5957439740363119e-01   3.0340643872433463e-03   0.0000000000000000e+00   3.8127119061036421e-03   1.9967622901901272e-01   3.2136452189384671e-02
   2.5130095443337479e-02   9.9968418928329994e-01   0.0000000000000000e+00   1.2562402019849133e+00  -3.1579409291519742e-02   0.0000000000000000e+00  -1.5955215713617357e-01   4.0452232042581882e-03   0.0000000000000000e+00   5.0833635363414838e-03   1.9964792165832723e-01   3.2127341103248122e-02
   3.1410759078128292e-02   9.9950656036573160e-01   0.0000000000000000e+00   1.2560169869039142e+00  -3.9471923985410697e-02   0.0000000000000000e+00  -1.5952356412871632e-01   5.0562140540111366e-03   0.0000000000000000e+00   6.3537988979463743e-03   1.9961152884264133e-01   3.2115629507862190e-02
   3.7690182669934541e-02   9.9928947264058920e-01   0.0000000000000000e+00   1.2557441864229175e+00  -4.7362880395329474e-02   0.0000000000000000e+00  -1.5948861959770999e-01   6.0669949628204545e-03   0.0000000000000000e+00   7.6239639506031536e-03   1.9956705234334673e-01   3.2101319396138812e-02
   4.3968118317864908e-02   9.9903293467812471e-01   0.0000000000000000e+00   1.2554218113116193e+00  -5.5251966999828483e-02   0.0000000000000000e+00  -1.5944732502976372e-01   7.0775239690892477e-03   0.0000000000000000e+00   8.8938046718841750e-03   1.9951449432507543e-01   3.2084413203024367e-02
   5.0244318179769556e-02   9.9873695660601747e-01   0.0000000000000000e+00   1.2550498742968370e+00  -6.3138872351276853e-02   0.0000000000000000e+00  -1.5939968218154649e-01   8.0877591257181441e-03   0.0000000000000000e+00   1.0163267060818935e-02   1.9945385734545890e-01   3.2064913804999137e-02
   5.6518534482024527e-02   9.9840155010897502e-01   0.0000000000000000e+00   1.2546283900620070e+00  -7.1023285088155863e-02   0.0000000000000000e+00  -1.5934569307967097e-01   9.0976585025156157e-03   0.0000000000000000e+00   1.1432297141459430e-02   1.9938514435484295e-01   3.2042824519486070e-02
   6.2790519529313374e-02   9.9802672842827156e-01   0.0000000000000000e+00   1.2541573752466053e+00  -7.8904893947350938e-02   0.0000000000000000e+00  -1.5928536002055979e-01   1.0107180188605560e-02   0.0000000000000000e+00   1.2700840966440495e-02   1.9930835869595978e-01   3.2018149104169322e-02
   6.9060025714405796e-02   9.9761250636122523e-01   0.0000000000000000e+00   1.2536368484454903e+00  -8.6783387776439777e-02   0.0000000000000000e+00  -1.5921868557029337e-01   1.1116282294831791e-02   0.0000000000000000e+00   1.3968844620534472e-02   1.9922350410355588e-01   3.1990891756222335e-02
   7.5326805527932722e-02   9.9715890026061393e-01   0.0000000000000000e+00   1.2530668302081689e+00  -9.4658455545976183e-02   0.0000000000000000e+00  -1.5914567256444068e-01   1.2124922956158982e-02   0.0000000000000000e+00   1.5236254224199422e-02   1.9913058470397696e-01   3.1961057111446117e-02
   8.1590611568157542e-02   9.9666592803402987e-01   0.0000000000000000e+00   1.2524473430379848e+00  -1.0252978636176885e-01   0.0000000000000000e+00  -1.5906632410787166e-01   1.3133060334069750e-02   0.0000000000000000e+00   1.6503015937120266e-02   1.9902960501470959e-01   3.1928650243317723e-02
   8.7851196550743180e-02   9.9613360914317250e-01   0.0000000000000000e+00   1.2517784113912309e+00  -1.1039706947715509e-01   0.0000000000000000e+00  -1.5898064357455255e-01   1.4140652618957470e-02   0.0000000000000000e+00   1.7769075961742112e-02   1.9892056994387991e-01   3.1893676661949436e-02
   9.4108313318514311e-02   9.9556196460308000e-01   0.0000000000000000e+00   1.2510600616761831e+00  -1.1825999430526841e-01   0.0000000000000000e+00  -1.5888863460732294e-01   1.5147658032514385e-02   0.0000000000000000e+00   1.9034380546795019e-02   1.9880348478970877e-01   3.1856142312958732e-02
   1.0036171485121489e-01   9.9495101698130017e-01   0.0000000000000000e+00   1.2502923222520586e+00  -1.2611825043130015e-01   0.0000000000000000e+00  -1.5879030111765594e-01   1.6154034830114752e-02   0.0000000000000000e+00   2.0298875990809651e-02   1.9867835523992522e-01   3.1816053576249774e-02
   1.0661115427525991e-01   9.9430079039699892e-01   0.0000000000000000e+00   1.2494752234278945e+00  -1.3397152762475384e-01   0.0000000000000000e+00  -1.5868564728540002e-01   1.7159741303192502e-02   0.0000000000000000e+00   2.1562508645622924e-02   1.9854518737113627e-01   3.1773417264706338e-02
   1.1285638487348168e-01   9.9361131052000840e-01   0.0000000000000000e+00   1.2486087974613540e+00  -1.4181951585169292e-01   0.0000000000000000e+00  -1.5857467755850402e-01   1.8164735781613154e-02   0.0000000000000000e+00   2.2825224919873228e-02   1.9840398764815534e-01   3.1728240622797069e-02
   1.1909716009486973e-01   9.9288260456981370e-01   0.0000000000000000e+00   1.2476930785574505e+00  -1.4966190528698009e-01   0.0000000000000000e+00  -1.5845739665272424e-01   1.9168976636039569e-02   0.0000000000000000e+00   2.4086971282484219e-02   1.9825476292328759e-01   3.1680531325093089e-02
   1.2533323356430426e-01   9.9211470131447788e-01   0.0000000000000000e+00   1.2467281028671982e+00  -1.5749838632650878e-01   0.0000000000000000e+00  -1.5833380955131446e-01   2.0172422280291126e-02   0.0000000000000000e+00   2.5347694266136832e-02   1.9809752043557394e-01   3.1630297474698747e-02
   1.3156435909228251e-01   9.9130763106950659e-01   0.0000000000000000e+00   1.2457139084861852e+00  -1.6532864959942570e-01   0.0000000000000000e+00  -1.5820392150469853e-01   2.1175031173696013e-02   0.0000000000000000e+00   2.6607340470728533e-02   1.9793226780999332e-01   3.1577547601595882e-02
   1.3779029068463808e-01   9.9046142569665119e-01   0.0000000000000000e+00   1.2446505354530688e+00  -1.7315238598034444e-01   0.0000000000000000e+00  -1.5806773803012547e-01   2.2176761823436288e-02   0.0000000000000000e+00   2.7865856566819502e-02   1.9775901305662311e-01   3.1522290660901987e-02
   1.4401078255225216e-01   9.8957611860265093e-01   0.0000000000000000e+00   1.2435380257479960e+00  -1.8096928660154901e-01   0.0000000000000000e+00  -1.5792526491130771e-01   2.3177572786885214e-02   0.0000000000000000e+00   2.9123189299064666e-02   1.9757776456975878e-01   3.1464536031043128e-02
   1.5022558912075706e-01   9.8865174473791406e-01   0.0000000000000000e+00   1.2423764232909449e+00  -1.8877904286518765e-01   0.0000000000000000e+00  -1.5777650819804212e-01   2.4177422673936692e-02   0.0000000000000000e+00   3.0379285489631303e-02   1.9738853112699242e-01   3.1404293511841916e-02
