  -6.6683897171405312e-02   1.0563746139170795e+00   1.7508970530165584e-02   1.2416837599192680e+00   1.1444896375814887e-03  -1.3099771748304598e-02  -2.5124389897101396e-01  -1.4956649897577915e-02  -4.3530248753023706e-02  -5.1271122244373364e-02   1.3916357745904312e-01   4.2111841867007935e-03
  -6.0475478371808972e-02   1.0563803363652675e+00   1.7443471671424061e-02   1.2418724054293873e+00  -1.1710117055041477e-02  -1.4047503349339512e-02  -2.5149797215081915e-01  -1.4277443268319869e-02  -4.3682857561260419e-02  -4.3710070656555092e-02   1.3845945692918188e-01   4.2608062015657379e-03
  -5.4266116344662038e-02   1.0563217857799923e+00   1.7373234154677362e-02   1.2420243576776544e+00  -2.4558738501176246e-02  -1.4925551226588500e-02  -2.5171435721299923e-01  -1.3601623534060487e-02  -4.3834520896765150e-02  -3.7451255695958710e-02   1.3782203491944603e-01   4.0357507639992626e-03
  -4.8055994556273768e-02   1.0561989920874864e+00   1.7298606398544421e-02   1.2421399870850436e+00  -3.7399720033732986e-02  -1.5735374347864036e-02  -2.5189954469118975e-01  -1.2929203570936170e-02  -4.3986625097777753e-02  -2.0409854144211138e-02   1.3990067884967508e-01   4.4549053500103006e-03
  -4.1845294620848551e-02   1.0560119934873178e+00   1.7219929526805101e-02   1.2422196283048641e+00  -5.0231739317242244e-02  -1.6478351358202494e-02  -2.5199961858670905e-01  -1.2246224208580224e-02  -4.4139413336232121e-02  -3.5435524264830418e-03   1.4201869060202876e-01   4.8623453399251485e-03
  -3.5634196479324233e-02   1.0557608347907315e+00   1.7137537770014089e-02   1.2422630429596857e+00  -6.3050772166046570e-02  -1.7156560655392644e-02  -2.5201545631867978e-01  -1.1552496601248637e-02  -4.4292936342333437e-02   1.3179757656030789e-02   1.4417319709453003e-01   5.2568428153831103e-03
  -2.9422881264525805e-02   1.0554455809299013e+00   1.7051754966737127e-02   1.2422699794582110e+00  -7.5852861579597156e-02  -1.7772094330649604e-02  -2.5194777491820364e-01  -1.0847847325417704e-02  -4.4447245138901484e-02   2.9451065741964523e-02   1.4629330444309890e-01   5.6217071868048338e-03
  -2.3211531367234750e-02   1.0550663166220033e+00   1.6962894495083879e-02   1.2422401740203095e+00  -8.8634108458711322e-02  -1.8327057980163555e-02  -2.5179883673275383e-01  -1.0132466957583602e-02  -4.4602380964031393e-02   4.5266590557158010e-02   1.4837633225389882e-01   5.9566702428180468e-03
  -1.7000330497133204e-02   1.0546231460797098e+00   1.6871259205183061e-02   1.2421733650944069e+00  -1.0139074735242518e-01  -1.8823547827776090e-02  -2.5157092313153057e-01  -9.4065595129424265e-03  -4.4758382014032753e-02   6.0621809790202201e-02   1.5041971708228510e-01   6.2615577641044577e-03
  -1.0789463671661170e-02   1.0541161923429476e+00   1.6777141466044181e-02   1.2420692938574283e+00  -1.1411914549765512e-01  -1.9263647559988238e-02  -2.5126633820256694e-01  -8.6703417407938462e-03  -4.4915283352500883e-02   7.5521088822990037e-02   1.5242274846670939e-01   6.5366677507913877e-03
