  -0.0000000000000000e+00  -1.5791367041742972e+00   0.0000000000000000e+00
  -9.9219432536253854e-03  -1.5791055333677144e+00   0.0000000000000000e+00
  -1.9843494805920205e-02  -1.5790120221785360e+00   0.0000000000000000e+00
  -2.9764262971017592e-02  -1.5788561742984235e+00   0.0000000000000000e+00
  -3.9683856093977468e-02  -1.5786379958799845e+00   0.0000000000000000e+00
  -4.9601882566248395e-02  -1.5783574955365296e+00   0.0000000000000000e+00
  -5.9517950841127647e-02  -1.5780146843417315e+00   0.0000000000000000e+00
  -6.9431669449218733e-02  -1.5776095758291897e+00   0.0000000000000000e+00
  -7.9342647013886020e-02  -1.5771421859918946e+00   0.0000000000000000e+00
  -8.9250492266705575e-02  -1.5766125332815963e+00   0.0000000000000000e+00
  -9.9154814062911767e-02  -1.5760206386080771e+00   0.0000000000000000e+00
  -1.0905522139683899e-01  -1.5753665253383253e+00   0.0000000000000000e+00
  -1.1895132341735791e-01  -1.5746502192956127e+00   0.0000000000000000e+00
  -1.2884272944330558e-01  -1.5738717487584752e+00   0.0000000000000000e+00
  -1.3872904897890898e-01  -1.5730311444595970e+00   0.0000000000000000e+00
  -1.4860989172920080e-01  -1.5721284395845960e+00   0.0000000000000000e+00
  -1.5848486761542810e-01  -1.5711636697707156e+00   0.0000000000000000e+00
  -1.6835358679045148e-01  -1.5701368731054155e+00   0.0000000000000000e+00
  -1.7821565965413586e-01  -1.5690480901248702e+00   0.0000000000000000e+00
  -1.8807069686873121e-01  -1.5678973638123677e+00   0.0000000000000000e+00
  -1.9791830937424282e-01  -1.5666847395966119e+00   0.0000000000000000e+00
  -2.0775810840379072e-01  -1.5654102653499307e+00   0.0000000000000000e+00
  -2.1758970549895773e-01  -1.5640739913863853e+00   0.0000000000000000e+00
  -2.2741271252512488e-01  -1.5626759704597837e+00   0.0000000000000000e+00
  -2.3722674168679447e-01  -1.5612162577615982e+00   0.0000000000000000e+00
  -2.4703140554289948e-01  -1.5596949109187865e+00   0.0000000000000000e+00
  -2.5682631702209918e-01  -1.5581119899915172e+00   0.0000000000000000e+00
  -2.6661108943806006e-01  -1.5564675574707982e+00   0.0000000000000000e+00
  -2.7638533650472108e-01  -1.5547616782760094e+00   0.0000000000000000e+00
  -2.8614867235154440e-01  -1.5529944197523411e+00   0.0000000000000000e+00
  -2.9590071153874831e-01  -1.5511658516681330e+00   0.0000000000000000e+00
  -3.0564106907252386e-01  -1.5492760462121224e+00   0.0000000000000000e+00
  -3.1536936042023384e-01  -1.5473250779905929e+00   0.0000000000000000e+00
  -3.2508520152559317e-01  -1.5453130240244293e+00   0.0000000000000000e+00
  -3.3478820882383131e-01  -1.5432399637460770e+00   0.0000000000000000e+00
  -3.4447799925683431e-01  -1.5411059789964059e+00   0.0000000000000000e+00
  -3.5415419028826745e-01  -1.5389111540214799e+00   0.0000000000000000e+00
  -3.6381639991867715e-01  -1.5366555754692315e+00   0.0000000000000000e+00
  -3.7346424670057149e-01  -1.5343393323860393e+00   0.0000000000000000e+00
  -3.8309734975347931e-01  -1.5319625162132140e+00   0.0000000000000000e+00
  -3.9271532877898663e-01  -1.5295252207833887e+00   0.0000000000000000e+00
  -4.0231780407575007e-01  -1.5270275423168138e+00   0.0000000000000000e+00
  -4.1190439655448707e-01  -1.5244695794175578e+00   0.0000000000000000e+00
  -4.2147472775294131e-01  -1.5218514330696167e+00   0.0000000000000000e+00
  -4.3102841985082424e-01  -1.5191732066329249e+00   0.0000000000000000e+00
  -4.4056509568473040e-01  -1.5164350058392764e+00   0.0000000000000000e+00
  -4.5008437876302704e-01  -1.5136369387881499e+00   0.0000000000000000e+00
  -4.5958589328071808e-01  -1.5107791159424420e+00   0.0000000000000000e+00
  -4.6906926413427957e-01  -1.5078616501241044e+00   0.0000000000000000e+00
  -4.7853411693646813e-01  -1.5048846565096929e+00   0.0000000000000000e+00
  -4.8798007803110177e-01  -1.5018482526258174e+00   0.0000000000000000e+00
  -4.9740677450781046e-01  -1.4987525583445047e+00   0.0000000000000000e+00
  -5.0681383421675841e-01  -1.4955976958784638e+00   0.0000000000000000e+00
  -5.1620088578333578e-01  -1.4923837897762631e+00   0.0000000000000000e+00
